StartTime: 2021-08-30 17:51:34.444
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM11	 17:51:44.704	0.4707	-0.8291	-0.3027	-365.6616	-314.0869	191.5283	91.0876	57.5848	-94.4110	37.3000	-30	-322	216	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.716	0.4146	-0.6333	-0.1553	-355.7739	-322.0825	204.9561	83.6005	55.8270	-99.4702	37.3000	-31	-323	210	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.722	0.3618	-0.4746	-0.0405	-355.7739	-327.1484	212.7686	80.0848	54.7449	-101.7993	37.4200	-35	-323	200	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.726	0.4307	-0.2871	0.1060	-357.6050	-328.2471	211.7920	76.7340	53.5858	-103.9526	37.4900	-38	-323	194	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.757	0.4868	-0.2402	0.1533	-366.7603	-323.6694	200.5615	73.5535	52.3883	-105.9192	37.2300	-40	-322	189	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.763	0.5825	-0.2378	0.1680	-373.2910	-320.6787	190.9180	67.5659	49.9274	-109.3524	37.1100	-44	-321	183	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.768	0.6924	-0.2363	0.1914	-376.5259	-316.2231	186.1572	64.7644	48.6749	-110.8301	37.3000	-52	-319	171	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.772	0.7085	-0.2744	0.3413	-381.5918	-309.2651	184.3872	62.0947	47.4005	-112.1320	37.4900	-55	-318	165	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.778	0.7227	-0.2686	0.4268	-399.5972	-295.9595	169.9219	59.5129	46.1261	-113.2910	37.3600	-60	-316	160	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:51:44.779	0.7300	-0.2061	0.5693	-412.3535	-284.8511	158.9355	54.5306	43.6597	-115.2136	37.3600	-64	-314	155	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
