StartTime: 2021-08-30 17:47:57.241
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM11	 17:48:50.868	0.0195	-0.0288	1.0010	0.0000	0.1221	0.0000	-1.5271	-1.1591	173.6169	37.7400	40	-332	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.874	0.0215	-0.0239	1.0015	-0.4272	-0.1831	0.0000	-1.5271	-1.1591	173.6169	37.7400	40	-332	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.880	0.0215	-0.0264	0.9976	0.2441	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.8700	40	-332	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.883	0.0200	-0.0254	1.0010	0.0610	0.1221	0.0000	-1.5271	-1.1591	173.6169	37.8000	40	-331	146	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.889	0.0176	-0.0259	1.0020	0.0000	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.6100	40	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.893	0.0210	-0.0269	0.9980	-0.1221	0.0610	0.0000	-1.5271	-1.1591	173.6169	37.8700	41	-333	149	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.901	0.0205	-0.0269	1.0000	-0.1831	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.7400	41	-333	150	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.904	0.0190	-0.0269	1.0054	0.0000	0.1221	0.0000	-1.5271	-1.1591	173.6169	37.8700	41	-333	149	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.908	0.0220	-0.0264	0.9980	0.1831	0.0610	0.0000	-1.5271	-1.1591	173.6169	37.6100	42	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.913	0.0205	-0.0254	1.0000	0.0610	0.0610	0.0000	-1.5271	-1.1591	173.6169	37.6100	42	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.917	0.0200	-0.0259	0.9976	-0.0610	0.1221	0.0000	-1.5271	-1.1591	173.6169	37.6100	42	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.924	0.0220	-0.0254	1.0000	0.0000	-0.0610	0.0000	-1.5271	-1.1591	173.6169	37.4900	42	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.927	0.0205	-0.0288	1.0015	0.0000	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.8700	42	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.934	0.0181	-0.0269	1.0000	0.0000	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.7400	41	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.940	0.0200	-0.0244	0.9985	0.0610	-0.0610	0.0000	-1.5271	-1.1591	173.6169	37.7400	41	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.950	0.0200	-0.0269	1.0000	0.1221	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.7400	41	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.955	0.0210	-0.0254	0.9995	0.0000	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.6100	41	-331	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.963	0.0200	-0.0259	1.0000	0.0610	-0.0610	0.0000	-1.5271	-1.1591	173.6169	37.7400	40	-331	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.969	0.0186	-0.0269	1.0020	0.1221	0.0610	0.0000	-1.5271	-1.1591	173.6169	37.7400	40	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.974	0.0195	-0.0254	1.0010	0.0610	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.8700	40	-332	149	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.980	0.0190	-0.0283	0.9995	0.0000	0.1221	0.0000	-1.5271	-1.1591	173.6169	37.6100	39	-332	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.987	0.0161	-0.0273	1.0010	-0.1831	0.1221	0.0000	-1.5271	-1.1536	173.6169	37.9900	39	-333	149	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.993	0.0190	-0.0264	1.0015	0.0000	0.0000	0.0000	-1.5271	-1.1591	173.6169	37.9900	39	-333	150	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:50.997	0.0195	-0.0278	1.0005	0.3052	0.1221	0.0000	-1.5271	-1.1536	173.6169	37.7400	39	-333	150	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.004	0.0181	-0.0278	0.9976	0.2441	0.3662	0.0000	-1.5271	-1.1536	173.6169	37.6100	39	-332	149	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.010	0.0186	-0.0269	1.0020	0.0000	0.0000	0.0000	-1.5271	-1.1536	173.6169	38.0500	39	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.018	0.0215	-0.0273	0.9971	-0.1221	0.0000	0.0000	-1.5271	-1.1536	173.6169	37.8700	39	-331	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.024	0.0215	-0.0278	1.0005	0.1221	0.0000	0.0000	-1.5271	-1.1536	173.6169	37.8700	39	-331	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.032	0.0210	-0.0269	1.0000	0.0000	0.0610	0.0000	-1.5271	-1.1536	173.6169	37.6100	38	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.036	0.0190	-0.0264	0.9971	0.0000	0.0610	0.0000	-1.5271	-1.1536	173.6169	37.6100	38	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.044	0.0200	-0.0269	1.0024	0.1221	0.0000	0.0000	-1.5271	-1.1536	173.6169	37.6100	38	-331	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.055	0.0195	-0.0273	1.0010	0.0000	0.0000	0.0000	-1.5271	-1.1536	173.6169	37.8000	39	-331	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.065	0.0190	-0.0273	1.0010	0.0000	-0.1221	0.0000	-1.5271	-1.1536	173.6169	37.8700	39	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.067	0.0210	-0.0283	1.0000	-0.1221	0.0610	0.0000	-1.5271	-1.1536	173.6169	37.7400	39	-332	148	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.073	0.0220	-0.0273	1.0010	0.1221	0.0000	0.0000	-1.5271	-1.1536	173.6169	37.9900	39	-332	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:48:51.076	0.0190	-0.0273	0.9995	0.0000	0.2441	0.0000	-1.5271	-1.1481	173.6169	37.8000	39	-331	147	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
