StartTime: 2021-03-01 17:06:32.432
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz
0x50	 17:06:32.432	 2021-03-01 17:06:31.924	-0.1602	-0.1450	1.0059	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7666	35.76	-132	-197	-140
0x50	 17:06:32.432	 2021-03-01 17:06:31.929	-0.1602	-0.1450	1.0059	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.76	-133	-198	-140
0x50	 17:06:32.432	 2021-03-01 17:06:31.934	-0.1597	-0.1445	1.0054	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.77	-132	-197	-140
0x50	 17:06:32.435	 2021-03-01 17:06:31.939	-0.1597	-0.1445	1.0054	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.77	-132	-196	-139
0x50	 17:06:32.439	 2021-03-01 17:06:31.944	-0.1597	-0.1445	1.0054	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.77	-131	-195	-140
0x50	 17:06:32.444	 2021-03-01 17:06:31.949	-0.1597	-0.1445	1.0054	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.77	-129	-195	-140
0x50	 17:06:32.449	 2021-03-01 17:06:31.954	-0.1597	-0.1436	1.0059	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.74	-130	-196	-140
0x50	 17:06:32.479	 2021-03-01 17:06:31.959	-0.1597	-0.1436	1.0059	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.74	-130	-197	-139
0x50	 17:06:32.479	 2021-03-01 17:06:31.964	-0.1597	-0.1436	1.0059	0.0000	0.0000	0.0000	-8.1903	8.9264	-145.7611	35.74	-131	-198	-138
0x50	 17:06:32.479	 2021-03-01 17:06:31.969	-0.1597	-0.1436	1.0059	0.0000	0.0000	0.0000	-8.1848	8.9264	-145.7611	35.74	-131	-198	-139
0x50	 17:06:32.480	 2021-03-01 17:06:31.974	-0.1592	-0.1431	1.0059	0.0000	0.0000	0.0000	-8.1848	8.9264	-145.7611	35.74	-132	-197	-139
