StartTime: 2021-08-30 17:35:51.640
address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz	D0	D1	D2	D3	Pressure(Pa)	Altitude(m)	Lon(deg)	Lat(deg)	GPSHeight(m)	GPSYaw(deg)	GPSV(km/h)	q0	q1	q2	q3	SV	PDOP	HDOP	VDOP
COM14	 17:43:30.135	-0.3838	0.2466	0.8735	-0.8545	0.1831	-0.2441	16.8640	23.4558	-54.0582	37.7400	-68	18	-176	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM13	 17:43:30.135	-0.1196	0.7681	0.6064	-0.4272	1.6479	0.6714	52.5366	6.7731	160.2301	37.9900	137	-248	275	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM12	 17:43:30.135	0.5518	-0.0044	0.8467	0.1221	0.4272	0.5493	0.3955	-33.5248	100.4755	38.5600	220	-49	-143	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM14	 17:43:30.139	-0.3877	0.2559	0.8691	0.2441	-0.4883	-0.3052	16.8256	23.4393	-54.4263	37.4900	-69	17	-173	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:43:30.140	0.7607	-0.2451	0.6499	-0.3052	0.0000	1.0986	-20.2258	-47.4994	29.5422	37.3000	93	205	6	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM13	 17:43:30.140	-0.1196	0.7681	0.6064	0.8545	2.6855	0.4883	52.5311	6.7786	160.2356	37.9900	137	-249	276	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM14	 17:43:30.141	-0.3862	0.2578	0.8721	0.2441	-0.4883	-0.3052	16.8256	23.4393	-54.4537	37.4200	-69	17	-173	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM12	 17:43:30.141	0.5513	0.0020	0.8442	0.3052	0.3052	-0.1221	0.3955	-33.5248	100.4755	38.5600	219	-52	-141	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM15	 17:43:30.144	0.4380	-0.6367	0.6777	-0.7935	-2.1973	-0.2441	-42.6819	-24.7137	11.0468	36.6000	55	278	137	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM15	 17:43:30.144	0.4380	-0.6367	0.6777	-0.7935	-2.1973	-0.2441	-42.6819	-24.7137	11.0468	36.6000	57	275	142	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM11	 17:43:30.144	0.7637	-0.2461	0.6509	0.1831	0.8545	0.4272	-20.2808	-47.4609	29.6246	37.2300	94	205	6	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM15	 17:43:30.147	0.4380	-0.6367	0.6777	0.0000	0.6104	-0.8545	-42.6819	-24.7137	11.0468	36.6000	57	275	142	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM14	 17:43:30.148	-0.3901	0.2549	0.8716	0.1831	-0.4883	-0.4272	16.8256	23.4393	-54.4537	37.5500	-69	18	-175	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
COM12	 17:43:30.148	0.5601	0.0039	0.8467	0.3052	0.4272	-0.0610	0.4010	-33.5193	100.4755	38.6900	219	-51	-142	0	0	0	0	0	0.00	0.00000000	0.00000000	0.0	0.0	0.000	0.00000	0.00000	0.00000	0.00000	0	0.00	0.00	0.00
