StartTime: 2021-03-01 15:39:23.584
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	hx	hy	hz
0x50	 15:39:23.584	 2021-03-01 15:39:23.055	-0.1484	-0.1318	1.0083	0.0000	0.0000	0.0000	-7.4213	8.3386	-125.7111	33.33	-186	-131	-158
0x50	 15:39:23.584	 2021-03-01 15:39:23.060	-0.1484	-0.1318	1.0083	0.0000	0.0000	0.0000	-7.4213	8.3386	-125.7166	33.33	-186	-131	-158
0x50	 15:39:23.584	 2021-03-01 15:39:23.065	-0.1484	-0.1318	1.0083	0.0000	0.0000	0.0000	-7.4213	8.3386	-125.7166	33.33	-186	-131	-157
0x50	 15:39:23.586	 2021-03-01 15:39:23.070	-0.1489	-0.1309	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7166	33.33	-186	-131	-156
0x50	 15:39:23.590	 2021-03-01 15:39:23.075	-0.1489	-0.1309	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7220	33.33	-185	-131	-156
0x50	 15:39:23.595	 2021-03-01 15:39:23.080	-0.1489	-0.1309	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7220	33.33	-185	-132	-156
0x50	 15:39:23.600	 2021-03-01 15:39:23.085	-0.1489	-0.1309	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7275	33.33	-185	-132	-156
0x50	 15:39:23.608	 2021-03-01 15:39:23.090	-0.1499	-0.1313	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7275	33.28	-185	-133	-156
0x50	 15:39:23.609	 2021-03-01 15:39:23.095	-0.1499	-0.1313	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7330	33.28	-185	-132	-156
0x50	 15:39:23.615	 2021-03-01 15:39:23.100	-0.1499	-0.1313	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7330	33.28	-185	-132	-156
0x50	 15:39:23.620	 2021-03-01 15:39:23.105	-0.1499	-0.1313	1.0088	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7385	33.28	-185	-131	-156
0x50	 15:39:23.625	 2021-03-01 15:39:23.110	-0.1504	-0.1313	1.0078	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7385	33.29	-185	-130	-156
0x50	 15:39:23.630	 2021-03-01 15:39:23.115	-0.1504	-0.1313	1.0078	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7385	33.29	-186	-130	-156
0x50	 15:39:23.635	 2021-03-01 15:39:23.120	-0.1504	-0.1313	1.0078	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7440	33.29	-187	-131	-157
0x50	 15:39:23.662	 2021-03-01 15:39:23.125	-0.1504	-0.1313	1.0078	0.0610	0.0000	0.0000	-7.4213	8.3386	-125.7440	33.29	-188	-132	-157
0x50	 15:39:23.662	 2021-03-01 15:39:23.130	-0.1504	-0.1313	1.0073	0.1221	0.0000	0.0000	-7.4213	8.3441	-125.7440	33.28	-188	-131	-157
0x50	 15:39:23.663	 2021-03-01 15:39:23.135	-0.1504	-0.1313	1.0073	0.1221	0.0000	0.0000	-7.4158	8.3441	-125.7440	33.28	-188	-131	-157
0x50	 15:39:23.663	 2021-03-01 15:39:23.140	-0.1504	-0.1313	1.0073	0.1221	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.28	-187	-132	-157
0x50	 15:39:23.663	 2021-03-01 15:39:23.145	-0.1504	-0.1313	1.0073	0.1221	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.28	-187	-132	-156
0x50	 15:39:23.665	 2021-03-01 15:39:23.150	-0.1499	-0.1323	1.0078	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.30	-187	-130	-156
0x50	 15:39:23.670	 2021-03-01 15:39:23.155	-0.1499	-0.1323	1.0078	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.30	-188	-129	-156
0x50	 15:39:23.675	 2021-03-01 15:39:23.160	-0.1499	-0.1323	1.0078	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.30	-188	-130	-156
0x50	 15:39:23.680	 2021-03-01 15:39:23.165	-0.1499	-0.1323	1.0078	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.30	-188	-130	-156
0x50	 15:39:23.685	 2021-03-01 15:39:23.170	-0.1499	-0.1333	1.0073	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.35	-188	-130	-156
0x50	 15:39:23.690	 2021-03-01 15:39:23.175	-0.1499	-0.1333	1.0073	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7495	33.35	-189	-131	-155
0x50	 15:39:23.695	 2021-03-01 15:39:23.180	-0.1499	-0.1333	1.0073	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7550	33.35	-189	-132	-156
0x50	 15:39:23.700	 2021-03-01 15:39:23.185	-0.1499	-0.1333	1.0073	0.0610	0.0000	0.0000	-7.4158	8.3441	-125.7550	33.35	-189	-133	-156
0x50	 15:39:23.705	 2021-03-01 15:39:23.190	-0.1494	-0.1328	1.0088	0.0610	-0.0610	0.0000	-7.4158	8.3441	-125.7550	33.30	-190	-133	-156
0x50	 15:39:23.710	 2021-03-01 15:39:23.195	-0.1494	-0.1328	1.0088	0.0610	-0.0610	0.0000	-7.4158	8.3441	-125.7550	33.30	-191	-133	-156
0x50	 15:39:23.715	 2021-03-01 15:39:23.200	-0.1494	-0.1328	1.0088	0.0610	-0.0610	0.0000	-7.4158	8.3441	-125.7550	33.30	-191	-132	-156
0x50	 15:39:23.720	 2021-03-01 15:39:23.205	-0.1494	-0.1328	1.0088	0.0610	-0.0610	0.0000	-7.4158	8.3441	-125.7550	33.30	-191	-131	-156
